date,ticker,prev_close,krx_close,rule_upper_limit_price,rule_lower_limit_price,limit_pct_applied,rule_upper_candidate,rule_lower_candidate,w001_limit_lock_candidate,reconciliation_class
2025-07-22,000040,445.0,578.0,578.5,311.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-12,000050,8470.0,11010.0,11011.0,5929.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-01-03,000180,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2022-07-21,000230,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-07-07,000230,7340.0,9540.0,9542.0,5138.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-29,000230,9270.0,12050.0,12051.0,6489.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-05,000230,9050.0,11760.0,11765.0,6335.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-12-18,000240,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-12-18,000390,6100.0,7930.0,7930.0,4270.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-09,000390,7310.0,9500.0,9503.0,5117.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-10,000390,9500.0,12350.0,12350.0,6650.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-06,000390,7790.0,10120.0,10127.0,5453.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,000400,1943.0,2525.0,2525.9,1360.1,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,000540,4435.0,5760.0,5765.5,3104.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-19,000650,37850.0,49200.0,49205.0,26495.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-20,000650,49200.0,63900.0,63960.0,34440.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-21,000650,63900.0,83000.0,83070.0,44730.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-24,000650,83000.0,107900.0,107900.0,58099.99999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-25,000650,107900.0,140200.0,140270.0,75530.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-27,000650,140200.0,182200.0,182260.0,98140.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-03,000650,307000.0,399000.0,399100.0,214900.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-23,000650,277000.0,360000.0,360100.0,193900.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-14,000650,250500.0,325500.0,325650.0,175350.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-28,000760,13040.0,16950.0,16952.0,9128.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2021-12-29,000860,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2019-03-13,001140,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2020-05-25,001140,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2023-05-25,001140,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-01-06,001210,548.0,712.0,712.4,383.59999999999997,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-13,001210,835.0,1085.0,1085.5,584.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-05,001260,7740.0,10060.0,10062.0,5418.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-07-09,001270,46650.0,60600.0,60645.0,32654.999999999996,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-29,001290,527.0,685.0,685.1,368.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-19,001290,904.0,1175.0,1175.2,632.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-26,001290,1199.0,1558.0,1558.7,839.3,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-08,001360,1364.0,1773.0,1773.2,954.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2018-03-06,001380,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-03-26,001380,3500.0,2450.0,4550.0,2450.0,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-12-12,001430,34450.0,44750.0,44785.0,24115.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-07,001470,918.0,643.0,1193.4,642.5999999999999,0.3,False,True,False,rule_candidate_but_no_repo_flag
2026-01-29,001510,688.0,894.0,894.4,481.59999999999997,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-13,001510,935.0,1215.0,1215.5,654.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-19,001510,1215.0,1579.0,1579.5,850.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-26,001520,638.0,829.0,829.4,446.59999999999997,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-29,001520,829.0,1077.0,1077.7,580.3,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-14,001520,772.0,1003.0,1003.6,540.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-09-08,001550,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-04-28,001780,2650.0,3445.0,3445.0,1854.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-16,001790,2990.0,3885.0,3887.0,2093.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-23,001820,43850.0,57000.0,57005.0,30694.999999999996,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-01,002070,772.0,1003.0,1003.6,540.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-14,002070,856.0,1112.0,1112.8,599.1999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2021-12-23,002420,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-03-26,002630,1212.0,1575.0,1575.6000000000001,848.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-07,002630,1377.0,1790.0,1790.1000000000001,963.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2018-05-21,002760,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-03-19,002780,804.0,1045.0,1045.2,562.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-27,002780,1021.0,1327.0,1327.3,714.6999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2018-05-04,002820,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-03-25,003000,7110.0,9240.0,9243.0,4977.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-20,003010,6180.0,8030.0,8034.0,4326.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-29,003090,19270.0,25050.0,25051.0,13489.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-07-24,003200,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2024-05-17,003230,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-03-16,003280,2335.0,3035.0,3035.5,1634.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-19,003530,7360.0,9560.0,9568.0,5152.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-04,003580,1986.0,2580.0,2581.8,1390.1999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-19,003680,4900.0,6370.0,6370.0,3430.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-14,003780,8290.0,5870.0,10777.0,5803.0,0.3,False,False,True,repo_candidate_but_no_official_support
2026-02-04,004060,320.0,416.0,416.0,224.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,004060,455.0,591.0,591.5,318.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-23,004060,591.0,768.0,768.3000000000001,413.7,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-03,004090,12730.0,16540.0,16549.0,8911.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-13,004090,13200.0,17160.0,17160.0,9240.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-07,004100,3380.0,4390.0,4394.0,2366.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-05,004310,3895.0,5060.0,5063.5,2726.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-15,004310,8130.0,10560.0,10569.0,5691.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-11,004410,190.0,247.0,247.0,133.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-28,004430,11200.0,14560.0,14560.0,7839.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-06,004440,3170.0,4120.0,4121.0,2219.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-13,004440,3815.0,4955.0,4959.5,2670.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-25,004440,6910.0,8980.0,8983.0,4837.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2018-05-21,004540,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-02-02,004560,13480.0,17520.0,17524.0,9436.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-13,004710,5010.0,6510.0,6513.0,3507.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-04,004770,2350.0,3055.0,3055.0,1645.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-21,004870,783.0,1017.0,1017.9000000000001,548.0999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-07-04,004890,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-04-18,004920,1125.0,1462.0,1462.5,787.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-03,004960,8500.0,11050.0,11050.0,5950.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-20,004960,13640.0,17730.0,17732.0,9548.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-21,004980,9260.0,12030.0,12038.0,6482.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-14,004980,9530.0,12380.0,12389.0,6671.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-07-02,005320,510.0,663.0,663.0,357.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-26,005360,1982.0,2575.0,2576.6,1387.3999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-09,005390,3020.0,3925.0,3926.0,2114.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2019-02-07,005690,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-01-08,005800,9500.0,12350.0,12350.0,6650.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-06,005810,36350.0,47250.0,47255.0,25445.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-03,005880,2170.0,2820.0,2821.0,1519.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-22,005950,5810.0,7550.0,7553.0,4066.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-23,005950,7550.0,9810.0,9815.0,5285.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-31,006110,30950.0,40200.0,40235.0,21665.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2021-03-12,006200,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-01-27,006220,12000.0,15600.0,15600.0,8400.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-23,006340,4185.0,5440.0,5440.5,2929.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-29,006340,10070.0,13090.0,13091.0,7049.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-06,006490,534.0,694.0,694.2,373.79999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-08,006660,9390.0,12200.0,12207.0,6573.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-24,006660,13520.0,17570.0,17576.0,9464.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-16,007340,27600.0,35850.0,35880.0,19320.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-24,007460,420.0,546.0,546.0,294.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-30,007610,6500.0,8450.0,8450.0,4550.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-05-04,007610,8450.0,10980.0,10985.0,5915.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-13,008250,5550.0,7210.0,7215.0,3884.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2019-11-19,008350,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-12-26,008350,1008.0,1310.0,1310.4,705.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-31,008350,1385.0,1800.0,1800.5,969.4999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-13,008350,2205.0,2865.0,2866.5,1543.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-28,008420,2450.0,3185.0,3185.0,1715.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-28,008500,11160.0,14500.0,14508.0,7811.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-29,008500,14500.0,18850.0,18850.0,10150.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-30,008500,18850.0,24500.0,24505.0,13195.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-02,008500,24500.0,31850.0,31850.0,17150.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,008500,22350.0,15650.0,29055.0,15644.999999999998,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-08-06,008500,11050.0,14360.0,14365.0,7734.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-25,008500,11400.0,14820.0,14820.0,7979.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-26,008500,14820.0,19260.0,19266.0,10374.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-30,008500,25000.0,32500.0,32500.0,17500.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-18,008500,2850.0,3705.0,3705.0,1994.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-21,008600,667.0,467.0,867.1,466.9,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-03-24,008600,467.0,327.0,607.1,326.9,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-03-28,008600,300.0,390.0,390.0,210.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-31,008600,390.0,507.0,507.0,273.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-07,008600,748.0,972.0,972.4,523.6,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,008600,704.0,915.0,915.2,492.79999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-26,008600,257.0,334.0,334.1,179.89999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-27,008600,334.0,434.0,434.2,233.79999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-19,008700,1211.0,1574.0,1574.3,847.6999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-05,008970,690.0,897.0,897.0,482.99999999999994,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-18,008970,861.0,1119.0,1119.3,602.6999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-09,008970,1047.0,1361.0,1361.1000000000001,732.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-30,008970,1266.0,1645.0,1645.8,886.1999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-02-28,009200,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-02-19,009290,6160.0,8000.0,8008.0,4312.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,009290,8000.0,10400.0,10400.0,5600.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-16,009580,2855.0,3710.0,3711.5,1998.4999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-04,009830,28050.0,36450.0,36465.0,19635.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-24,010100,3740.0,4860.0,4862.0,2618.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-19,010100,5210.0,6770.0,6773.0,3646.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-12,010580,1260.0,1638.0,1638.0,882.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
