signal_date,quarter,usdk_rw_date,usdk_rw,usdk_rw_quarter_change,SPY_price_date,SPY_close_usd,SPY_return_usd,SPY_return_krw,QQQ_price_date,QQQ_close_usd,QQQ_return_usd,QQQ_return_krw,IWM_price_date,IWM_close_usd,IWM_return_usd,IWM_return_krw,SHY_price_date,SHY_close_usd,SHY_return_usd,SHY_return_krw,IEF_price_date,IEF_close_usd,IEF_return_usd,IEF_return_krw,TLT_price_date,TLT_close_usd,TLT_return_usd,TLT_return_krw,GLD_price_date,GLD_close_usd,GLD_return_usd,GLD_return_krw,UUP_price_date,UUP_close_usd,UUP_return_usd,UUP_return_krw,DBC_price_date,DBC_close_usd,DBC_return_usd,DBC_return_krw,D013_value_date,D013_value,H001_value_date,H001_value,D013_return,H001_return
2010-03-31,2010Q1,2010-03-31,1131.2,,2010-03-31,87.90288543701172,,,2010-03-31,41.84566879272461,,,2010-03-31,54.56905746459961,,,2010-03-31,66.18089294433594,,,2010-03-31,62.39376068115234,,,2010-03-31,56.11003112792969,,,2010-03-31,108.9499969482422,,,2010-03-31,19.882532119750977,,,2010-03-31,19.884693145751957,,,2010-03-31,1.0,2010-03-31,1.0,,
2010-06-30,2010Q2,2010-06-30,1220.85,0.07925212164073536,2010-06-30,77.91881561279297,-0.11358068366678364,-0.04333007218404605,2010-06-30,37.25365447998047,-0.10973690814908232,-0.03918166930145628,2010-06-30,49.19260787963867,-0.09852560837153512,-0.027081850230188165,2010-06-30,66.95955657958984,0.01176568644833531,0.0919502637026608,2010-06-30,67.275390625,0.07823907215328796,0.163691806257374,2010-06-30,64.46833801269531,0.1489627917993641,0.24002053073572616,2010-06-30,121.68000030517578,0.11684262242780141,0.20535476979400746,2010-06-30,20.935136795043945,0.05294117816348587,0.1363890004958377,2010-06-30,18.236087799072266,-0.0829082618773973,-0.01022679589199138,2010-06-30,1.0,2010-06-30,1.0070916983247655,0.0,0.007091698324765527
2010-09-30,2010Q3,2010-09-30,1140.1,-0.06614244174140971,2010-09-30,86.61583709716797,0.11161644868414933,0.038091422488265136,2010-09-30,42.90138244628906,0.15160198496347776,0.0754322177637392,2010-09-30,54.64326858520508,0.11080243435970583,0.03733124905885288,2010-09-30,67.32949829101562,0.005524853065388191,-0.060983015948028796,2010-09-30,70.16352081298828,0.04292996534330085,-0.02605196912978891,2010-09-30,67.4720230102539,0.04659163071595085,-0.02263249524572586,2010-09-30,127.91000366210938,0.051199895967362075,-0.01832903191023516,2010-09-30,19.080551147460938,-0.08858722375399286,-0.14887029020922082,2010-09-30,20.38350296020508,0.1177563512960309,0.043825216949342494,2010-09-30,1.0,2010-09-30,1.0132727374393482,0.0,0.00613751371882465
2010-12-30,2010Q4,2010-12-30,1130.6,-0.008332602403297917,2010-12-30,95.91349792480467,0.10734365837977577,0.09811660395068378,2010-12-30,47.8834228515625,0.11612773577892899,0.10682748712539003,2010-12-30,64.04728698730469,0.17209838733266758,0.16233175749347772,2010-12-30,67.14863586425781,-0.002686228641955335,-0.010996447770015516,2010-12-30,66.8066635131836,-0.04784334168109883,-0.055777284540523,2010-12-30,60.35585784912109,-0.10546838294816441,-0.11292215925023652,2010-12-30,137.02999877929688,0.07130009269078852,0.06237337496378004,2010-12-30,19.14738273620605,0.003502602635983454,-0.0048591855624569025,2010-12-30,22.860633850097656,0.12152626046311577,0.112181028049819,2010-12-30,1.0,2010-12-30,1.0200259486642602,0.0,0.006664751725165452
2011-03-31,2011Q1,2011-03-31,1097.25,-0.029497611887493336,2011-03-31,101.5941390991211,0.05922671258189327,0.027982054113287136,2011-03-31,50.3809814453125,0.0521591491379465,0.021122966912800134,2011-03-31,68.589599609375,0.07092123391535199,0.039331614995241404,2011-03-31,67.14762878417969,-1.4997774194003277e-05,-0.029512167263164968,2011-03-31,66.88521575927734,0.0011758145364981765,-0.028356481071844408,2011-03-31,60.13701248168945,-0.0036259176032044094,-0.03301657358050236,2011-03-31,139.86000061035156,0.020652425427024612,-0.009454383690250534,2011-03-31,18.2033805847168,-0.049301889688778355,-0.07734521356891211,2011-03-31,25.794300079345703,0.12832829782781885,0.09504530761681784,2011-03-31,1.0,2011-03-31,1.0271828036868451,0.0,0.007016346037036492
2011-06-30,2011Q2,2011-06-30,1066.3,-0.02820688083845979,2011-06-30,101.62041473388672,0.00025863337195053404,-0.027955542707212677,2011-06-30,50.15985107421875,-0.004389163623852443,-0.03247223984699377,2011-06-30,67.47318267822266,-0.01627676699544034,-0.04402453100682435,2011-06-30,67.74882507324219,0.008953350996128373,-0.01950607594698417,2011-06-30,69.47128295898438,0.03866425741997137,0.009366778479758864,2011-06-30,62.17155456542969,0.03383177846354957,0.0046706086814152226,2011-06-30,146.0,0.04390103934544087,0.014455847121479737,2011-06-30,17.72719955444336,-0.026158933944018803,-0.05362795284985855,2011-06-30,24.48387336730957,-0.0508029567774716,-0.07757684466786785,2011-06-30,1.0,2011-06-30,1.0358094977636612,0.0,0.008398401964920366
2011-09-30,2011Q3,2011-09-30,1180.9,0.107474444340242,2011-09-30,87.57926177978516,-0.13817256100431308,-0.04554813588107787,2011-09-30,46.236175537109375,-0.07822342875986077,0.020843996040026624,2011-09-30,52.7588996887207,-0.21807601784065644,-0.13403917234177165,2011-09-30,68.10761260986328,0.005295848839196982,0.11333946159074149,2011-09-30,76.6849136352539,0.10383615170211313,0.22247032874896888,2011-09-30,80.59362030029297,0.29631019947355175,0.43563041785456,2011-09-30,158.05999755859375,0.08260272300406668,0.1989548491001616,2011-09-30,18.63778686523437,0.05136667571177478,0.16436172498174528,2011-09-30,21.77001953125,-0.1108425041800396,-0.015280796385828355,2011-09-30,1.0,2011-09-30,1.0449774327787495,0.0,0.008850985663755973
2011-12-29,2011Q4,2011-12-29,1156.5,-0.020662206791430382,2011-12-29,98.23728942871094,0.1216957922724331,0.09851908185542269,2011-12-29,49.50791549682617,0.07076147457505177,0.04863717956308511,2011-12-29,61.13773727416992,0.158813728771537,0.13487007987491095,2011-12-29,68.15675354003906,0.0007215189065175043,-0.019955596057763314,2011-12-29,77.3785400390625,0.009045148138364878,-0.011803951374359523,2011-12-29,81.50933074951172,0.011362071164030096,-0.009534901091370451,2011-12-29,150.33999633789062,-0.04884222029575369,-0.06849523903128063,2011-12-29,18.804866790771484,0.008964579686699503,-0.011882855104015766,2011-12-29,22.72536277770996,0.04388343543232032,0.022314500023268957,2011-12-29,1.0,2011-12-29,1.0543579103171463,0.0,0.008976727385827443
2012-03-30,2012Q1,2012-03-30,1131.4,-0.021703415477734467,2012-03-30,110.1602783203125,0.12136927800979147,0.0970317346651779,2012-03-30,59.83097839355469,0.2085133820144438,0.18228451397418222,2012-03-30,68.48733520507812,0.12021377071822603,0.0959013058284488,2012-03-30,68.10496520996094,-0.0007598415034205663,-0.022446765825309023,2012-03-30,76.22606658935547,-0.01489396736001014,-0.03627413287601844,2012-03-30,76.023193359375,-0.06730686339452718,-0.08754949005150714,2012-03-30,162.1199951171875,0.07835572080779629,0.05495171856631287,2012-03-30,18.303625106811523,-0.026654891498936073,-0.047779804791955205,2012-03-30,24.348604202270508,0.07142862538382411,0.048174964772381035,2012-03-30,1.0,2012-03-30,1.0637430464557105,0.0,0.008901281098883329
2012-06-29,2012Q2,2012-06-29,1141.17,0.008635319073714065,2012-06-29,107.02720642089844,-0.028441031079315615,-0.020051309383756877,2012-06-29,56.958984375,-0.04800178930157817,-0.039780980994592374,2012-06-29,66.12625885009766,-0.03447464188686089,-0.02613702234579185,2012-06-29,68.21490478515625,0.0016142666669953787,0.010263525448449107,2012-06-29,80.04792022705078,0.05013840814172377,0.05920668836758969,2012-06-29,85.43315887451172,0.12377756181135613,0.1334817396254777,2012-06-29,155.19000244140625,-0.0427460700993233,-0.03447987698006427,2012-06-29,18.77145004272461,0.025559141054467327,0.03441517146643669,2012-06-29,21.77001953125,-0.10590277165785356,-0.09818195680819575,2012-06-29,1.0,2012-06-29,1.073184971397237,0.0,0.008876133172372791
