rcept_no,design_proof_bucket,false_positive_risk,required_future_approval,required_guardrail,hypothetical_candidate_value_text,hypothetical_candidate_value_iso_PROOF_ONLY,is_proof_only_not_parser_output,fail_closed,manual_review_required,executable_or_safe,downstream_authoritative,parsed,recovered,validated,approved,effective_date_accepted,strategy_ready
20100329800013,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100326801884,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100325800898,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100324800564,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100324800285,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100323800471,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100322800900,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100322800327,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100319802052,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100310800118,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100308800776,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100208800004,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100121800416,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100104800008,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100625800415,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100604800002,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100525800364,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100503800090,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100503800018,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100503800015,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100423800002,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100420800006,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100402800211,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20100713800064,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20101207800314,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20101203800171,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
20110328800872,out_of_scope_keep_fail_closed,blocked_not_evaluable,none_keep_fail_closed,matched label value cell is explicitly empty/dash ('-') — resumption/release date not yet determined; no date exists to extract; keep fail-closed (table-aware parsing would not change this),,,True,True,True,False,False,False,False,False,False,False,False
