year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.09401472235486108,0.31675953872996554,0.0,0.0,0.09401472235486108
2018,-0.03586254487531926,-0.08401784948302582,0.0,0.0,-0.03586254487531926
2019,-0.04651535835890075,0.17019485930094325,0.0,0.0277493483052602,-0.07426470666416095
2020,0.24613608482727312,0.5251287429311848,0.0,0.2461360848272729,2.220446049250313e-16
2021,-0.12419945981131231,0.13170240063376726,0.0,-0.035316520549102,-0.0888829392622103
2022,-0.09716827644733184,-0.18442405395793493,0.0,0.0,-0.09716827644733184
2023,0.0,0.3279894204214897,0.0,-0.0177293971971159,0.0177293971971159
2024,0.010394436376717442,0.034981455283805474,0.0,0.0422472179791628,-0.03185278160244536
2025,0.37443946131811434,1.047004780803555,0.0,0.7666554035490463,-0.3922159422309319
2026,0.5621484118981517,0.7344109727369705,0.0,0.0,0.5621484118981517
