rebalance_period_end,available_date,execution_date,ticker,sector,sy_score,rank,weight,entry_close
2012-03-31,2012-05-05,2012-05-07,MA,"Services-Business Services, NEC",-0.4294075442286923,22,0.03333333333333333,40.21076965332031
2012-03-31,2012-05-05,2012-05-07,SYK,Surgical & Medical Instruments & Apparatus,-0.478751373762643,23,0.03333333333333333,45.511505126953125
2012-03-31,2012-05-05,2012-05-07,AXP,Finance Services,-0.5279967931652376,24,0.03333333333333333,49.54586791992188
2012-03-31,2012-05-05,2012-05-07,AMZN,Retail-Catalog & Mail-Order Houses,-0.5872746777362827,25,0.03333333333333333,11.258000373840332
2012-03-31,2012-05-05,2012-05-07,INTU,Services-Prepackaged Software,-0.6389087094843006,26,0.03333333333333333,50.12239837646485
2012-03-31,2012-05-05,2012-05-07,GILD,"Biological Products, (No Diagnostic Substances)",-0.6846687931921045,27,0.03333333333333333,17.23615837097168
2012-03-31,2012-05-05,2012-05-07,ELV,Hospital & Medical Service Plans,-0.7004073017311042,28,0.03333333333333333,53.91519165039063
2012-03-31,2012-05-05,2012-05-07,COST,Retail-Variety Stores,-0.7306358642163153,29,0.03333333333333333,60.507911682128906
2012-03-31,2012-05-05,2012-05-07,FDX,Air Courier Services,-0.7953661574318815,30,0.03333333333333333,74.6551284790039
2012-06-30,2012-08-04,2012-08-06,T,Telephone Communications (No Radiotelephone),4.339350156981737,1,0.03333333333333333,10.878500938415527
2012-06-30,2012-08-04,2012-08-06,WMT,Retail-Variety Stores,1.9246605829651446,2,0.03333333333333333,18.835538864135746
2012-06-30,2012-08-04,2012-08-06,KO,Beverages,1.5530546686257967,3,0.03333333333333333,26.350231170654297
2012-06-30,2012-08-04,2012-08-06,PFE,Pharmaceutical Preparations,1.3517059085169123,4,0.03333333333333333,12.972514152526855
2012-06-30,2012-08-04,2012-08-06,NKE,Rubber & Plastics Footwear,1.3091368713486753,5,0.03333333333333333,19.97507095336914
2012-06-30,2012-08-04,2012-08-06,BMY,Pharmaceutical Preparations,1.2677810259053548,6,0.03333333333333333,20.68884658813477
2012-06-30,2012-08-04,2012-08-06,LMT,Guided Missiles & Space Vehicles & Parts,1.1873667390171507,7,0.03333333333333333,59.62960815429688
2012-06-30,2012-08-04,2012-08-06,MRK,Pharmaceutical Preparations,0.9790180830014592,8,0.03333333333333333,27.475473403930664
2012-06-30,2012-08-04,2012-08-06,CVX,Petroleum Refining,0.7605379185663999,9,0.03333333333333333,63.208003997802734
2012-06-30,2012-08-04,2012-08-06,NFLX,Services-Video Tape Rental,0.6876496071657074,10,0.03333333333333333,0.8112859725952148
2012-06-30,2012-08-04,2012-08-06,AMAT,Semiconductors & Related Devices,0.6696668631082674,11,0.03333333333333333,9.23913288116455
2012-06-30,2012-08-04,2012-08-06,RTX,Aircraft Engines & Engine Parts,0.6179020087090333,12,0.03333333333333333,34.97394180297852
2012-06-30,2012-08-04,2012-08-06,UPS,Trucking & Courier Services (No Air),0.5924879066244721,13,0.03333333333333333,46.09366607666016
2012-06-30,2012-08-04,2012-08-06,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.5811366906367169,14,0.03333333333333333,44.48138427734375
2012-06-30,2012-08-04,2012-08-06,MCD,Retail-Eating  Places,0.5650389164254896,15,0.03333333333333333,62.21347427368164
2012-06-30,2012-08-04,2012-08-06,ABT,Pharmaceutical Preparations,0.4976430300154959,16,0.03333333333333333,24.40003776550293
2012-06-30,2012-08-04,2012-08-06,INTC,Semiconductors & Related Devices,0.4791906177780002,17,0.03333333333333333,18.622941970825195
2012-06-30,2012-08-04,2012-08-06,PEP,Beverages,0.32453634260451636,18,0.03333333333333333,48.08255386352539
2012-06-30,2012-08-04,2012-08-06,UNP,"Railroads, Line-Haul Operating",0.3182568903998986,19,0.03333333333333333,45.67753219604492
2012-06-30,2012-08-04,2012-08-06,ELV,Hospital & Medical Service Plans,0.2848225722050518,20,0.03333333333333333,44.42649841308594
2012-06-30,2012-08-04,2012-08-06,JNJ,Pharmaceutical Preparations,0.21948477332081381,21,0.03333333333333333,46.76876068115234
2012-06-30,2012-08-04,2012-08-06,APD,Industrial Inorganic Chemicals,0.20633057024959528,22,0.03333333333333333,54.38053894042969
2012-06-30,2012-08-04,2012-08-06,TXN,Semiconductors & Related Devices,0.1622719072229368,23,0.03333333333333333,19.389766693115234
2012-06-30,2012-08-04,2012-08-06,MSFT,Services-Prepackaged Software,0.12688385159861332,24,0.03333333333333333,23.71113586425781
2012-06-30,2012-08-04,2012-08-06,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.11928373267022188,25,0.03333333333333333,39.615909576416016
2012-06-30,2012-08-04,2012-08-06,DE,Farm Machinery & Equipment,-0.01283810225551879,26,0.03333333333333333,60.513427734375
2012-06-30,2012-08-04,2012-08-06,HD,Retail-Lumber & Other Building Materials Dealers,-0.05797585930336813,27,0.03333333333333333,37.89851760864258
2012-06-30,2012-08-04,2012-08-06,VZ,Telephone Communications (No Radiotelephone),-0.09813379625722338,28,0.03333333333333333,22.20119285583496
2012-06-30,2012-08-04,2012-08-06,UNH,Hospital & Medical Service Plans,-0.3165374726121393,29,0.03333333333333333,40.75202941894531
2012-06-30,2012-08-04,2012-08-06,MA,"Services-Business Services, NEC",-0.3619490156466652,30,0.03333333333333333,38.73696517944336
2012-09-30,2012-11-04,2012-11-05,T,Telephone Communications (No Radiotelephone),4.460336752927726,1,0.03333333333333333,10.22984218597412
2012-09-30,2012-11-04,2012-11-05,NFLX,Services-Video Tape Rental,2.9769407847385576,2,0.03333333333333333,1.1177140474319458
2012-09-30,2012-11-04,2012-11-05,WMT,Retail-Variety Stores,1.8927528815773167,3,0.03333333333333333,18.64676284790039
2012-09-30,2012-11-04,2012-11-05,NKE,Rubber & Plastics Footwear,1.6193541468795658,4,0.03333333333333333,19.99363899230957
2012-09-30,2012-11-04,2012-11-05,LRCX,"Special Industry Machinery, NEC",1.3744511367854004,5,0.03333333333333333,3.1276869773864746
2012-09-30,2012-11-04,2012-11-05,ABT,Pharmaceutical Preparations,1.3258659656612053,6,0.03333333333333333,24.085643768310547
2012-09-30,2012-11-04,2012-11-05,PFE,Pharmaceutical Preparations,1.1359762783698208,7,0.03333333333333333,13.143628120422363
2012-09-30,2012-11-04,2012-11-05,BMY,Pharmaceutical Preparations,1.0501313797561036,8,0.03333333333333333,21.2187557220459
2012-09-30,2012-11-04,2012-11-05,LMT,Guided Missiles & Space Vehicles & Parts,0.9701494232635661,9,0.03333333333333333,63.74718475341797
2012-09-30,2012-11-04,2012-11-05,MRK,Pharmaceutical Preparations,0.7186710514335114,10,0.03333333333333333,28.472745895385746
2012-09-30,2012-11-04,2012-11-05,INTC,Semiconductors & Related Devices,0.6534723602957329,11,0.03333333333333333,15.618253707885742
2012-09-30,2012-11-04,2012-11-05,CVX,Petroleum Refining,0.5926180845115249,12,0.03333333333333333,62.50055313110352
2012-09-30,2012-11-04,2012-11-05,MCD,Retail-Eating  Places,0.5494745499129358,13,0.03333333333333333,61.14404678344727
2012-09-30,2012-11-04,2012-11-05,AMAT,Semiconductors & Related Devices,0.5424236151698597,14,0.03333333333333333,9.152326583862305
2012-09-30,2012-11-04,2012-11-05,UPS,Trucking & Courier Services (No Air),0.49231159704163785,15,0.03333333333333333,45.10668563842773
2012-09-30,2012-11-04,2012-11-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.4310730386053509,16,0.03333333333333333,46.79563522338867
2012-09-30,2012-11-04,2012-11-05,RTX,Aircraft Engines & Engine Parts,0.33444605990078535,17,0.03333333333333333,35.790470123291016
2012-09-30,2012-11-04,2012-11-05,JNJ,Pharmaceutical Preparations,0.2779393424779197,18,0.03333333333333333,48.53055953979492
2012-09-30,2012-11-04,2012-11-05,PEP,Beverages,0.21115181660931268,19,0.03333333333333333,46.11626052856445
2012-09-30,2012-11-04,2012-11-05,VZ,Telephone Communications (No Radiotelephone),0.20990709319818107,20,0.03333333333333333,22.199682235717773
2012-09-30,2012-11-04,2012-11-05,UNP,"Railroads, Line-Haul Operating",0.19577125499282003,21,0.03333333333333333,46.03073501586914
2012-09-30,2012-11-04,2012-11-05,ELV,Hospital & Medical Service Plans,0.11378163779839082,22,0.03333333333333333,49.717769622802734
2012-09-30,2012-11-04,2012-11-05,APD,Industrial Inorganic Chemicals,0.08494471222335481,23,0.03333333333333333,52.17204284667969
2012-09-30,2012-11-04,2012-11-05,MSFT,Services-Prepackaged Software,0.019698751693710187,24,0.03333333333333333,23.61319732666016
2012-09-30,2012-11-04,2012-11-05,TXN,Semiconductors & Related Devices,0.012735275051543454,25,0.03333333333333333,20.38230323791504
2012-09-30,2012-11-04,2012-11-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",-0.05527000601491641,26,0.03333333333333333,42.93600463867188
2012-09-30,2012-11-04,2012-11-05,SBUX,Retail-Eating & Drinking Places,-0.1681106532297998,27,0.03333333333333333,19.56523323059082
2012-09-30,2012-11-04,2012-11-05,DE,Farm Machinery & Equipment,-0.23120596026223003,28,0.03333333333333333,66.64472198486328
2012-09-30,2012-11-04,2012-11-05,CAT,Construction Machinery & Equip,-0.33142186966997234,29,0.03333333333333333,61.8632926940918
2012-09-30,2012-11-04,2012-11-05,HD,Retail-Lumber & Other Building Materials Dealers,-0.37018169284325864,30,0.03333333333333333,45.69749450683594
2012-12-31,2013-02-04,2013-02-05,T,Telephone Communications (No Radiotelephone),4.681678906543401,1,0.03333333333333333,10.560359001159668
2012-12-31,2013-02-04,2013-02-05,LRCX,"Special Industry Machinery, NEC",3.8952195256814908,2,0.03333333333333333,3.615857362747192
2012-12-31,2013-02-04,2013-02-05,WMT,Retail-Variety Stores,2.3143450223188196,3,0.03333333333333333,18.142662048339844
2012-12-31,2013-02-04,2013-02-05,LMT,Guided Missiles & Space Vehicles & Parts,1.3895720744827214,4,0.03333333333333333,59.67658996582031
2012-12-31,2013-02-04,2013-02-05,ABT,Pharmaceutical Preparations,1.376671279475669,5,0.03333333333333333,26.226947784423828
2012-12-31,2013-02-04,2013-02-05,MRK,Pharmaceutical Preparations,1.130537583453182,6,0.03333333333333333,26.07708740234375
2012-12-31,2013-02-04,2013-02-05,PFE,Pharmaceutical Preparations,1.108877719089733,7,0.03333333333333333,14.972249031066896
2012-12-31,2013-02-04,2013-02-05,BMY,Pharmaceutical Preparations,1.0647230904291483,8,0.03333333333333333,23.66597366333008
2012-12-31,2013-02-04,2013-02-05,INTC,Semiconductors & Related Devices,0.9353494237575923,9,0.03333333333333333,15.30905532836914
2012-12-31,2013-02-04,2013-02-05,CVX,Petroleum Refining,0.7100425086811473,10,0.03333333333333333,66.86143493652344
2012-12-31,2013-02-04,2013-02-05,MCD,Retail-Eating  Places,0.629882494146675,11,0.03333333333333333,66.9482192993164
2012-12-31,2013-02-04,2013-02-05,UPS,Trucking & Courier Services (No Air),0.5552246740535465,12,0.03333333333333333,50.02603912353516
2012-12-31,2013-02-04,2013-02-05,AMAT,Semiconductors & Related Devices,0.5528906505738017,13,0.03333333333333333,11.174304962158203
2012-12-31,2013-02-04,2013-02-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.5008298546742829,14,0.03333333333333333,52.00448989868164
2012-12-31,2013-02-04,2013-02-05,SBUX,Retail-Eating & Drinking Places,0.48985598814350473,15,0.03333333333333333,21.7269344329834
2012-12-31,2013-02-04,2013-02-05,VZ,Telephone Communications (No Radiotelephone),0.4079459793319279,16,0.03333333333333333,22.64141082763672
2012-12-31,2013-02-04,2013-02-05,JNJ,Pharmaceutical Preparations,0.3784986383037514,17,0.03333333333333333,51.63631057739258
2012-12-31,2013-02-04,2013-02-05,MSFT,Services-Prepackaged Software,0.37177139279562976,18,0.03333333333333333,22.09581184387207
2012-12-31,2013-02-04,2013-02-05,RTX,Aircraft Engines & Engine Parts,0.35287021370177063,19,0.03333333333333333,41.296669006347656
2012-12-31,2013-02-04,2013-02-05,PEP,Beverages,0.3317290853657574,20,0.03333333333333333,49.26863479614258
2012-12-31,2013-02-04,2013-02-05,UNP,"Railroads, Line-Haul Operating",0.30935011177048505,21,0.03333333333333333,49.808624267578125
2012-12-31,2013-02-04,2013-02-05,APD,Industrial Inorganic Chemicals,0.284715636982962,22,0.03333333333333333,58.40310287475586
2012-12-31,2013-02-04,2013-02-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.27915598898340194,23,0.03333333333333333,38.87063217163086
2012-12-31,2013-02-04,2013-02-05,ELV,Hospital & Medical Service Plans,0.2703061012255157,24,0.03333333333333333,54.07358551025391
2012-12-31,2013-02-04,2013-02-05,TXN,Semiconductors & Related Devices,0.06452362566481282,25,0.03333333333333333,23.491775512695312
2012-12-31,2013-02-04,2013-02-05,DE,Farm Machinery & Equipment,-0.03473167941807287,26,0.03333333333333333,72.85155487060547
2012-12-31,2013-02-04,2013-02-05,HD,Retail-Lumber & Other Building Materials Dealers,-0.23045559461164217,27,0.03333333333333333,48.85414123535156
2012-12-31,2013-02-04,2013-02-05,CAT,Construction Machinery & Equip,-0.23943027058206745,28,0.03333333333333333,70.58781433105469
2012-12-31,2013-02-04,2013-02-05,UNH,Hospital & Medical Service Plans,-0.2904368599491089,29,0.03333333333333333,46.533390045166016
2012-12-31,2013-02-04,2013-02-05,INTU,Services-Prepackaged Software,-0.44688124407977187,30,0.03333333333333333,56.32196807861328
2013-03-31,2013-05-05,2013-05-06,MRK,Pharmaceutical Preparations,7.0492551273660045,1,0.03333333333333333,28.584449768066406
2013-03-31,2013-05-05,2013-05-06,LRCX,"Special Industry Machinery, NEC",5.300731189274877,2,0.03333333333333333,3.929136037826538
2013-03-31,2013-05-05,2013-05-06,LMT,Guided Missiles & Space Vehicles & Parts,0.37041882893780376,3,0.03333333333333333,71.02348327636719
2013-03-31,2013-05-05,2013-05-06,IBM,Computer & office Equipment,0.34823067568128047,4,0.03333333333333333,116.55349731445312
2013-03-31,2013-05-05,2013-05-06,WMT,Retail-Variety Stores,0.3055637826857226,5,0.03333333333333333,20.339317321777344
2013-03-31,2013-05-05,2013-05-06,SBUX,Retail-Eating & Drinking Places,0.2484024098356163,6,0.03333333333333333,24.154788970947266
2013-03-31,2013-05-05,2013-05-06,TXN,Semiconductors & Related Devices,0.23516967367744512,7,0.03333333333333333,25.9832763671875
2013-03-31,2013-05-05,2013-05-06,INTC,Semiconductors & Related Devices,0.20225748533279508,8,0.03333333333333333,17.445117950439453
2013-03-31,2013-05-05,2013-05-06,UNP,"Railroads, Line-Haul Operating",0.17040770601727637,9,0.03333333333333333,56.93479537963867
2013-03-31,2013-05-05,2013-05-06,UPS,Trucking & Courier Services (No Air),0.1275174729142323,10,0.03333333333333333,54.29108047485352
2013-03-31,2013-05-05,2013-05-06,ABT,Pharmaceutical Preparations,0.12014244238112082,11,0.03333333333333333,27.890003204345703
2013-03-31,2013-05-05,2013-05-06,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.11989786145756584,12,0.03333333333333333,47.25872421264648
2013-03-31,2013-05-05,2013-05-06,PEP,Beverages,0.09605309647627822,13,0.03333333333333333,55.96353912353516
2013-03-31,2013-05-05,2013-05-06,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.08899901318805642,14,0.03333333333333333,53.80524063110352
2013-03-31,2013-05-05,2013-05-06,AMGN,"Biological Products, (No Diagnostic Substances)",0.06999884473356904,15,0.03333333333333333,72.86891174316406
2013-03-31,2013-05-05,2013-05-06,INTU,Services-Prepackaged Software,0.05284248026328692,16,0.03333333333333333,54.39364242553711
2013-03-31,2013-05-05,2013-05-06,CVX,Petroleum Refining,0.04003191473758766,17,0.03333333333333333,71.7107925415039
2013-03-31,2013-05-05,2013-05-06,MCD,Retail-Eating  Places,0.03919559150707547,18,0.03333333333333333,72.57959747314453
2013-03-31,2013-05-05,2013-05-06,DE,Farm Machinery & Equipment,0.025779854433567617,19,0.03333333333333333,71.50835418701172
2013-03-31,2013-05-05,2013-05-06,AMAT,Semiconductors & Related Devices,0.02515838069441051,20,0.03333333333333333,12.412129402160645
2013-03-31,2013-05-05,2013-05-06,BIIB,"Biological Products, (No Diagnostic Substances)",0.011260404156329396,21,0.03333333333333333,215.72999572753903
2013-03-31,2013-05-05,2013-05-06,BMY,Pharmaceutical Preparations,0.0016587236674969197,22,0.03333333333333333,26.160852432250977
2013-03-31,2013-05-05,2013-05-06,MSFT,Services-Prepackaged Software,-0.008055177319203188,23,0.03333333333333333,27.342103958129883
2013-03-31,2013-05-05,2013-05-06,SYK,Surgical & Medical Instruments & Apparatus,-0.027511341383151977,24,0.03333333333333333,56.6750373840332
2013-03-31,2013-05-05,2013-05-06,COST,Retail-Variety Stores,-0.04935262485459324,25,0.03333333333333333,86.00241088867188
2013-03-31,2013-05-05,2013-05-06,ADBE,Services-Prepackaged Software,-0.07778530758248631,26,0.03333333333333333,46.4900016784668
2013-03-31,2013-05-05,2013-05-06,CSCO,Computer Communications Equipment,-0.08871002665770739,27,0.03333333333333333,14.02055835723877
2013-03-31,2013-05-05,2013-05-06,T,Telephone Communications (No Radiotelephone),-0.09358544438743693,28,0.03333333333333333,11.256556510925291
2013-03-31,2013-05-05,2013-05-06,PFE,Pharmaceutical Preparations,-0.09359825183545584,29,0.03333333333333333,15.6307954788208
2013-03-31,2013-05-05,2013-05-06,APD,Industrial Inorganic Chemicals,-0.0936009535429535,30,0.03333333333333333,60.150489807128906
2013-06-30,2013-08-04,2013-08-05,AAPL,Electronic Computers,7.039480939880867,1,0.03333333333333333,14.355008125305176
2013-06-30,2013-08-04,2013-08-05,LRCX,"Special Industry Machinery, NEC",5.552493913127258,2,0.03333333333333333,4.206757068634033
2013-06-30,2013-08-04,2013-08-05,T,Telephone Communications (No Radiotelephone),1.2912521224731819,3,0.03333333333333333,11.008651733398438
2013-06-30,2013-08-04,2013-08-05,WMT,Retail-Variety Stores,0.7849531599707767,4,0.03333333333333333,20.44572639465332
2013-06-30,2013-08-04,2013-08-05,VZ,Telephone Communications (No Radiotelephone),0.6953108208858668,5,0.03333333333333333,26.041561126708984
2013-06-30,2013-08-04,2013-08-05,LMT,Guided Missiles & Space Vehicles & Parts,0.42231513586636815,6,0.03333333333333333,87.22071838378906
2013-06-30,2013-08-04,2013-08-05,INTC,Semiconductors & Related Devices,0.4012935282062744,7,0.03333333333333333,16.886432647705078
2013-06-30,2013-08-04,2013-08-05,IBM,Computer & office Equipment,0.40016318467030637,8,0.03333333333333333,112.8957748413086
2013-06-30,2013-08-04,2013-08-05,ABT,Pharmaceutical Preparations,0.3995433988026105,9,0.03333333333333333,28.471529006958008
2013-06-30,2013-08-04,2013-08-05,CVX,Petroleum Refining,0.28014900116830826,10,0.03333333333333333,72.72313690185547
2013-06-30,2013-08-04,2013-08-05,UPS,Trucking & Courier Services (No Air),0.24740834911798673,11,0.03333333333333333,55.18685150146485
2013-06-30,2013-08-04,2013-08-05,UNP,"Railroads, Line-Haul Operating",0.20684192918296646,12,0.03333333333333333,61.17731857299805
2013-06-30,2013-08-04,2013-08-05,PFE,Pharmaceutical Preparations,0.19673683360580638,13,0.03333333333333333,16.149658203125
2013-06-30,2013-08-04,2013-08-05,MRK,Pharmaceutical Preparations,0.19653189900284063,14,0.03333333333333333,31.12367820739746
2013-06-30,2013-08-04,2013-08-05,MCD,Retail-Eating  Places,0.17995905624451838,15,0.03333333333333333,71.17030334472656
2013-06-30,2013-08-04,2013-08-05,SBUX,Retail-Eating & Drinking Places,0.1709574174136798,16,0.03333333333333333,28.69327163696289
2013-06-30,2013-08-04,2013-08-05,TXN,Semiconductors & Related Devices,0.1706094005949102,17,0.03333333333333333,28.163110733032227
2013-06-30,2013-08-04,2013-08-05,PEP,Beverages,0.1706080804405733,18,0.03333333333333333,57.70821380615234
2013-06-30,2013-08-04,2013-08-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.16366940505857802,19,0.03333333333333333,56.75308609008789
2013-06-30,2013-08-04,2013-08-05,DUK,Electric & Other Services Combined,0.16353828831398207,20,0.03333333333333333,41.74918365478516
2013-06-30,2013-08-04,2013-08-05,AMAT,Semiconductors & Related Devices,0.149292678583179,21,0.03333333333333333,13.584372520446776
2013-06-30,2013-08-04,2013-08-05,HD,Retail-Lumber & Other Building Materials Dealers,0.09578865962527397,22,0.03333333333333333,59.2335319519043
2013-06-30,2013-08-04,2013-08-05,MSFT,Services-Prepackaged Software,0.09327203730868933,23,0.03333333333333333,25.86141014099121
2013-06-30,2013-08-04,2013-08-05,DE,Farm Machinery & Equipment,0.07797331257726864,24,0.03333333333333333,65.37631225585938
2013-06-30,2013-08-04,2013-08-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.06423263927077152,25,0.03333333333333333,55.14525604248047
2013-06-30,2013-08-04,2013-08-05,RTX,Aircraft Engines & Engine Parts,0.03250542573897616,26,0.03333333333333333,49.911075592041016
2013-06-30,2013-08-04,2013-08-05,APD,Industrial Inorganic Chemicals,-0.04343916274215426,27,0.03333333333333333,73.1068344116211
2013-06-30,2013-08-04,2013-08-05,MA,"Services-Business Services, NEC",-0.08710453607514296,28,0.03333333333333333,59.47482299804688
2013-06-30,2013-08-04,2013-08-05,JNJ,Pharmaceutical Preparations,-0.09628564694668446,29,0.03333333333333333,65.88440704345703
2013-06-30,2013-08-04,2013-08-05,SYK,Surgical & Medical Instruments & Apparatus,-0.12217496177444415,30,0.03333333333333333,61.1317253112793
2013-09-30,2013-11-04,2013-11-05,AAPL,Electronic Computers,8.906147139863158,1,0.03333333333333333,16.173484802246094
2013-09-30,2013-11-04,2013-11-05,LRCX,"Special Industry Machinery, NEC",6.890614947999832,2,0.03333333333333333,4.597292423248291
2013-09-30,2013-11-04,2013-11-05,T,Telephone Communications (No Radiotelephone),1.4595622155986168,3,0.03333333333333333,11.161027908325195
2013-09-30,2013-11-04,2013-11-05,WMT,Retail-Variety Stores,0.8686421842524767,4,0.03333333333333333,20.21735000610352
2013-09-30,2013-11-04,2013-11-05,VZ,Telephone Communications (No Radiotelephone),0.7742061578808925,5,0.03333333333333333,26.279027938842773
2013-09-30,2013-11-04,2013-11-05,IBM,Computer & office Equipment,0.4763113425079165,6,0.03333333333333333,103.21686553955078
2013-09-30,2013-11-04,2013-11-05,ABT,Pharmaceutical Preparations,0.3814792565177784,7,0.03333333333333333,29.306013107299805
2013-09-30,2013-11-04,2013-11-05,INTC,Semiconductors & Related Devices,0.35448198330296293,8,0.03333333333333333,17.869966506958008
2013-09-30,2013-11-04,2013-11-05,LMT,Guided Missiles & Space Vehicles & Parts,0.341226623303585,9,0.03333333333333333,96.06952667236328
2013-09-30,2013-11-04,2013-11-05,CVX,Petroleum Refining,0.29853964324145116,10,0.03333333333333333,70.0477294921875
2013-09-30,2013-11-04,2013-11-05,KO,Beverages,0.23931320418217675,11,0.03333333333333333,26.732749938964844
2013-09-30,2013-11-04,2013-11-05,MRK,Pharmaceutical Preparations,0.22507790749569784,12,0.03333333333333333,29.352863311767575
2013-09-30,2013-11-04,2013-11-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0.21373837635993967,13,0.03333333333333333,57.2179069519043
2013-09-30,2013-11-04,2013-11-05,UNP,"Railroads, Line-Haul Operating",0.21280229851567126,14,0.03333333333333333,58.16780853271485
2013-09-30,2013-11-04,2013-11-05,MCD,Retail-Eating  Places,0.16236031109227364,15,0.03333333333333333,70.37264251708984
2013-09-30,2013-11-04,2013-11-05,PFE,Pharmaceutical Preparations,0.15002549187431083,16,0.03333333333333333,17.283836364746094
2013-09-30,2013-11-04,2013-11-05,UPS,Trucking & Courier Services (No Air),0.13930304599703408,17,0.03333333333333333,63.45055770874024
2013-09-30,2013-11-04,2013-11-05,PEP,Beverages,0.13452607228507593,18,0.03333333333333333,58.2161750793457
2013-09-30,2013-11-04,2013-11-05,TXN,Semiconductors & Related Devices,0.10231621695921717,19,0.03333333333333333,29.82263565063477
2013-09-30,2013-11-04,2013-11-05,CSCO,Computer Communications Equipment,0.08931652291231965,20,0.03333333333333333,15.76694107055664
2013-09-30,2013-11-04,2013-11-05,SBUX,Retail-Eating & Drinking Places,0.07484224442593998,21,0.03333333333333333,31.894811630249023
2013-09-30,2013-11-04,2013-11-05,HD,Retail-Lumber & Other Building Materials Dealers,0.07392527373849136,22,0.03333333333333333,57.29533767700195
2013-09-30,2013-11-04,2013-11-05,AMAT,Semiconductors & Related Devices,0.06157049790062766,23,0.03333333333333333,15.09048080444336
2013-09-30,2013-11-04,2013-11-05,RTX,Aircraft Engines & Engine Parts,0.04016875865073832,24,0.03333333333333333,50.65157699584961
2013-09-30,2013-11-04,2013-11-05,DE,Farm Machinery & Equipment,0.03846501933682106,25,0.03333333333333333,64.97825622558594
2013-09-30,2013-11-04,2013-11-05,MSFT,Services-Prepackaged Software,0.02225511947053621,26,0.03333333333333333,30.102169036865234
