signal_id,family,horizon_d,regime,ts_corr_pred,tercile_hi_lo_univ_ret,n_dates,metric_note,status,caveat,p_value,q_value_bh
sig_usdkrw_chg5,F_market_macro,1,FULL,-0.0388375570141017,-0.0007372734842442,2044,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.079180973435832,0.15116367655931562
sig_usdkrw_chg5,F_market_macro,3,FULL,-0.0343373287924382,-0.0010885525206448,2042,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.12086347069531035,0.19829163160949353
sig_usdkrw_chg5,F_market_macro,5,FULL,-0.0298730078269498,-0.0001210464439716,2040,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.1774240241975039,0.2780525752348942
sig_usdkrw_chg5,F_market_macro,10,FULL,-0.0575731027025012,-0.0016531570865541,2035,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.00938401147595782,0.04105505020731546
sig_usdkrw_chg5,F_market_macro,20,FULL,-0.062713749988774,-0.0041384347342032,2025,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.004755351752711368,0.023776758763556838
sig_usdkrw_chg5,F_market_macro,1,PAST,-0.0631796912227018,-0.0012517379696611,986,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.047328603650971315,0.105734114539404
sig_usdkrw_chg5,F_market_macro,3,PAST,-0.0378722635555211,-0.0009740390992198,986,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.23478182421239566,0.33769988414111707
sig_usdkrw_chg5,F_market_macro,5,PAST,-0.0351816706793498,0.0010598704849739,986,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.2697375276651898,0.3631082103185248
sig_usdkrw_chg5,F_market_macro,10,PAST,-0.0415829670611524,0.0021369270324029,986,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.19201557841666514,0.29649464314338
sig_usdkrw_chg5,F_market_macro,20,PAST,-0.0835266348054928,-0.006653069894665,986,TIME-SERIES market-timing (univ-mean fwd ret); NOT cross-section IC,measured_with_caveat,overlapping h-day returns autocorrelate (significance overstated); macro lagged 1 extra day; market-timing influence not edge,0.008689125998112059,0.03966774912181592
