signal_id,family,horizon_d,regime,matched_abn_ret,matched_abn_tstat,n_events,n_unique_ticker,n_unique_date,status,caveat
flag_treasury_stock,G_event_matched,1,FULL,0.007004294551284508,6.668469880251133,2746,369,1085,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,3,FULL,0.013385907766239392,6.1587396485959625,1800,237,889,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,5,FULL,0.019637077109613474,6.309546149255491,1506,193,814,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,10,FULL,0.05861717127700571,4.361344906909894,1300,149,736,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,20,FULL,0.014099885588851483,4.095417443382815,1111,104,656,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,1,PAST,0.004449718311084431,2.503546712347007,984,219,431,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,3,PAST,0.016232338861280997,3.981944980072262,569,130,316,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,5,PAST,0.01663285086901564,3.435366606053387,446,100,282,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,10,PAST,0.01604991910566125,3.2843827822907303,375,75,239,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,20,PAST,0.015504621958255445,2.1202567555511935,308,56,208,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,1,PRESENT,0.008430913745584667,6.481257158791996,1762,266,654,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,3,PRESENT,0.012070213783234786,4.715671230356374,1231,173,573,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,5,PRESENT,0.020901119471223514,5.324716058870807,1060,137,532,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,10,PRESENT,0.07587416540052375,4.044882138105927,925,108,497,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_treasury_stock,G_event_matched,20,PRESENT,0.013561082597847223,3.5196835179650856,803,76,448,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,1,FULL,0.010991372941114519,40.69160801535389,30648,678,1896,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,3,FULL,0.001155403833302157,2.472187782074986,17248,538,1736,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,5,FULL,0.0031060309030266865,4.107134032430936,11622,442,1638,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,10,FULL,0.007771835262216303,4.146884235475957,8855,343,1503,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,20,FULL,0.0068960165159541245,4.673827130691955,6930,244,1363,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,1,PAST,0.0032442422876009357,10.42519190250608,14280,555,911,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,3,PAST,-0.006553143519235462,-12.643965997633433,9928,391,837,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,5,PAST,0.0025723364793465,3.1100216770735103,5658,310,789,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,10,PAST,0.0022037453900437686,2.1030419059043117,4107,222,711,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,20,PAST,0.0014740170995258253,0.8751214040108384,3092,160,648,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,1,PRESENT,0.017750233261995135,42.29700143526281,16368,583,985,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,3,PRESENT,0.011610384450241158,13.949709363161414,7320,418,899,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,5,PRESENT,0.0036123426148279092,2.8957341891720314,5964,327,849,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,10,PRESENT,0.012588209547181047,3.730607206137038,4748,256,792,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_earnings,G_event_matched,20,PRESENT,0.011264130688855716,4.917952566538844,3838,181,715,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,1,FULL,0.016476143841006877,12.196256247831206,2834,331,979,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,3,FULL,0.016377068236644414,6.615049176484425,1617,230,754,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,5,FULL,0.012429435336961857,3.3459599509686324,1307,193,664,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,10,FULL,0.006345483017265228,1.7281571150821917,1008,139,562,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,20,FULL,0.004887150793539796,1.1792173196992868,799,103,475,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,1,PAST,0.014564103761419225,7.672350371865356,1338,227,484,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,3,PAST,0.019221210952745916,4.809012052752423,766,147,365,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,5,PAST,0.013501451698457618,3.2391484316153853,592,125,314,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,10,PAST,-0.0028603897744276913,-0.5159170872646365,425,82,250,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,20,PAST,-0.011631417254056937,-1.7963234895772582,320,62,205,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,1,PRESENT,0.01818624385871295,9.499600178574285,1496,225,495,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
flag_capital_raise,G_event_matched,3,PRESENT,0.013817005580318033,4.5593920944839255,851,145,389,measured_with_caveat,matched control = same date x sector x cap-tercile; presence-level (title flag); overlapping events (see n_unique); R-family caveat
