year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,-0.07836784555750509,0.05769800682302639,0.0,0.0,-0.07836784555750509
2015,-0.010098189080947173,0.16501292442133764,0.0,0.0,-0.010098189080947173
2017,0.09401472235486152,0.31675953872996554,0.0,0.0,0.09401472235486152
2018,-0.03586254487531937,-0.08401784948302582,0.0,0.0,-0.03586254487531937
2019,-0.04651535835890053,0.17019485930094325,0.0,0.0277493483052602,-0.07426470666416073
2020,0.2461360848272729,0.5251287429311848,0.0,0.2461360848272729,0.0
2021,-0.12419945981131253,0.13170240063376726,0.0,-0.035316520549102,-0.08888293926221053
2022,-0.09716827644733184,-0.18442405395793493,0.0,0.0,-0.09716827644733184
2023,0.0,0.3279894204214897,0.0,-0.0177293971971159,0.0177293971971159
2024,0.014081826253520502,0.034981455283805474,0.0,0.0422472179791628,-0.0281653917256423
2025,0.7666554035490458,1.047004780803555,0.0,0.7666554035490463,-4.440892098500626e-16
2026,0.26864408497789793,0.7344109727369705,0.0,0.0,0.26864408497789793
