rebalance_period_end,available_date,execution_date,ticker,sector,qv_score,rank,weight,entry_close
2012-09-30,2012-11-04,2012-11-05,MA,"Services-Business Services, NEC",4.249643422954582,2,0.03333333333333333,42.98981475830078
2012-09-30,2012-11-04,2012-11-05,MCD,Retail-Eating  Places,3.147897041204879,3,0.03333333333333333,61.14404678344727
2012-09-30,2012-11-04,2012-11-05,LRCX,"Special Industry Machinery, NEC",2.488271886190426,4,0.03333333333333333,3.1276869773864746
2012-09-30,2012-11-04,2012-11-05,MSFT,Services-Prepackaged Software,2.059668278724515,5,0.03333333333333333,23.61319732666016
2012-09-30,2012-11-04,2012-11-05,NKE,Rubber & Plastics Footwear,1.9973923508834317,6,0.03333333333333333,19.99363899230957
2012-09-30,2012-11-04,2012-11-05,WMT,Retail-Variety Stores,1.9316246918173963,7,0.03333333333333333,18.64676284790039
2012-09-30,2012-11-04,2012-11-05,GILD,"Biological Products, (No Diagnostic Substances)",1.9219553248934451,8,0.03333333333333333,23.156566619873047
2012-09-30,2012-11-04,2012-11-05,ABT,Pharmaceutical Preparations,1.7838546536680653,9,0.03333333333333333,24.085643768310547
2012-09-30,2012-11-04,2012-11-05,SBUX,Retail-Eating & Drinking Places,1.6206644492008306,10,0.03333333333333333,19.56523323059082
2012-09-30,2012-11-04,2012-11-05,CVX,Petroleum Refining,1.5006381608800172,11,0.03333333333333333,62.50055313110352
2012-09-30,2012-11-04,2012-11-05,HD,Retail-Lumber & Other Building Materials Dealers,1.1213744590990768,12,0.03333333333333333,45.69749450683594
2012-09-30,2012-11-04,2012-11-05,UNP,"Railroads, Line-Haul Operating",0.9377668197291897,13,0.03333333333333333,46.03073501586914
2012-09-30,2012-11-04,2012-11-05,VZ,Telephone Communications (No Radiotelephone),0.908305184161923,14,0.03333333333333333,22.199682235717773
2012-09-30,2012-11-04,2012-11-05,UPS,Trucking & Courier Services (No Air),0.8321081930957273,15,0.03333333333333333,45.10668563842773
2012-09-30,2012-11-04,2012-11-05,ELV,Hospital & Medical Service Plans,0.7209569509957177,16,0.03333333333333333,49.717769622802734
2012-09-30,2012-11-04,2012-11-05,KO,Beverages,0.684426726291349,17,0.03333333333333333,24.193546295166016
2012-09-30,2012-11-04,2012-11-05,INTC,Semiconductors & Related Devices,0.6267920578072478,18,0.03333333333333333,15.618253707885742
2012-09-30,2012-11-04,2012-11-05,DHR,"Industrial Instruments For Measurement, Display, and Control",0.5896680712505592,19,0.03333333333333333,21.12401962280273
2012-09-30,2012-11-04,2012-11-05,UNH,Hospital & Medical Service Plans,0.22856159479705856,20,0.03333333333333333,44.35092544555664
2012-09-30,2012-11-04,2012-11-05,CSCO,Computer Communications Equipment,0.14799289715149538,21,0.03333333333333333,11.54368019104004
2012-09-30,2012-11-04,2012-11-05,APD,Industrial Inorganic Chemicals,0.10911892437590526,22,0.03333333333333333,52.17204284667969
2012-09-30,2012-11-04,2012-11-05,BIIB,"Biological Products, (No Diagnostic Substances)",0.005521065010412052,23,0.03333333333333333,139.60000610351562
2012-09-30,2012-11-04,2012-11-05,ADBE,Services-Prepackaged Software,-0.0121040983350581,24,0.03333333333333333,34.2400016784668
2012-09-30,2012-11-04,2012-11-05,TXN,Semiconductors & Related Devices,-0.21257518715143914,25,0.03333333333333333,20.38230323791504
2012-09-30,2012-11-04,2012-11-05,SYK,Surgical & Medical Instruments & Apparatus,-0.23240176053204664,26,0.03333333333333333,44.67189407348633
2012-09-30,2012-11-04,2012-11-05,BMY,Pharmaceutical Preparations,-0.39110922179439767,27,0.03333333333333333,21.2187557220459
2012-09-30,2012-11-04,2012-11-05,COST,Retail-Variety Stores,-0.46016418766779255,28,0.03333333333333333,71.55844116210938
2012-09-30,2012-11-04,2012-11-05,JNJ,Pharmaceutical Preparations,-0.5071843149187637,29,0.03333333333333333,48.53055953979492
2012-09-30,2012-11-04,2012-11-05,AXP,Finance Services,-0.5686722639267814,30,0.03333333333333333,46.78419876098633
2012-12-31,2013-02-04,2013-02-05,MA,"Services-Business Services, NEC",5.78890603577434,1,0.03333333333333333,48.09946823120117
2012-12-31,2013-02-04,2013-02-05,LRCX,"Special Industry Machinery, NEC",4.994551550689971,2,0.03333333333333333,3.615857362747192
2012-12-31,2013-02-04,2013-02-05,WMT,Retail-Variety Stores,3.215833805003009,3,0.03333333333333333,18.142662048339844
2012-12-31,2013-02-04,2013-02-05,ABT,Pharmaceutical Preparations,3.205155225889034,4,0.03333333333333333,26.226947784423828
2012-12-31,2013-02-04,2013-02-05,MCD,Retail-Eating  Places,3.1878178309672327,5,0.03333333333333333,66.9482192993164
2012-12-31,2013-02-04,2013-02-05,MSFT,Services-Prepackaged Software,2.3228662220826886,6,0.03333333333333333,22.09581184387207
2012-12-31,2013-02-04,2013-02-05,SBUX,Retail-Eating & Drinking Places,2.2788640413547303,7,0.03333333333333333,21.7269344329834
2012-12-31,2013-02-04,2013-02-05,VZ,Telephone Communications (No Radiotelephone),2.2192888204225105,8,0.03333333333333333,22.64141082763672
2012-12-31,2013-02-04,2013-02-05,GILD,"Biological Products, (No Diagnostic Substances)",2.155132041575498,9,0.03333333333333333,28.00617790222168
2012-12-31,2013-02-04,2013-02-05,UNP,"Railroads, Line-Haul Operating",1.8979224442637277,10,0.03333333333333333,49.808624267578125
2012-12-31,2013-02-04,2013-02-05,CVX,Petroleum Refining,1.8420025449724062,11,0.03333333333333333,66.86143493652344
2012-12-31,2013-02-04,2013-02-05,ELV,Hospital & Medical Service Plans,1.807792494919004,12,0.03333333333333333,54.07358551025391
2012-12-31,2013-02-04,2013-02-05,HD,Retail-Lumber & Other Building Materials Dealers,1.436160687620945,13,0.03333333333333333,48.85414123535156
2012-12-31,2013-02-04,2013-02-05,DHR,"Industrial Instruments For Measurement, Display, and Control",1.3253833618460058,14,0.03333333333333333,24.56713485717773
2012-12-31,2013-02-04,2013-02-05,INTC,Semiconductors & Related Devices,1.2840330991318516,15,0.03333333333333333,15.30905532836914
2012-12-31,2013-02-04,2013-02-05,UPS,Trucking & Courier Services (No Air),1.149405951738768,16,0.03333333333333333,50.02603912353516
2012-12-31,2013-02-04,2013-02-05,NKE,Rubber & Plastics Footwear,1.143411728508725,17,0.03333333333333333,22.71908950805664
2012-12-31,2013-02-04,2013-02-05,UNH,Hospital & Medical Service Plans,1.0501049333363366,18,0.03333333333333333,46.533390045166016
2012-12-31,2013-02-04,2013-02-05,KO,Beverages,0.8020682609961548,19,0.03333333333333333,25.26716041564941
2012-12-31,2013-02-04,2013-02-05,CSCO,Computer Communications Equipment,0.48110138063924435,20,0.03333333333333333,14.08858585357666
2012-12-31,2013-02-04,2013-02-05,LMT,Guided Missiles & Space Vehicles & Parts,0.020000707029893317,21,0.03333333333333333,59.67658996582031
2012-12-31,2013-02-04,2013-02-05,TXN,Semiconductors & Related Devices,-0.07234621139615266,22,0.03333333333333333,23.491775512695312
2012-12-31,2013-02-04,2013-02-05,T,Telephone Communications (No Radiotelephone),-0.0926538981904591,23,0.03333333333333333,10.560359001159668
2012-12-31,2013-02-04,2013-02-05,SYK,Surgical & Medical Instruments & Apparatus,-0.12579549719063327,24,0.03333333333333333,53.47885894775391
2012-12-31,2013-02-04,2013-02-05,C,National Commercial Banks,-0.1413098011237408,25,0.03333333333333333,31.606489181518555
2012-12-31,2013-02-04,2013-02-05,BIIB,"Biological Products, (No Diagnostic Substances)",-0.16562458605616204,26,0.03333333333333333,157.36000061035156
2012-12-31,2013-02-04,2013-02-05,ADBE,Services-Prepackaged Software,-0.19887295689337425,27,0.03333333333333333,38.5099983215332
2012-12-31,2013-02-04,2013-02-05,COST,Retail-Variety Stores,-0.21031597558108783,28,0.03333333333333333,81.2288818359375
2012-12-31,2013-02-04,2013-02-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",-0.24310288982199577,29,0.03333333333333333,52.00448989868164
2012-12-31,2013-02-04,2013-02-05,RTX,Aircraft Engines & Engine Parts,-0.35619511799994397,30,0.03333333333333333,41.296669006347656
2013-03-31,2013-05-05,2013-05-06,MRK,Pharmaceutical Preparations,13.800911511570103,1,0.03333333333333333,28.584449768066406
2013-03-31,2013-05-05,2013-05-06,LMT,Guided Missiles & Space Vehicles & Parts,6.364877220927327,2,0.03333333333333333,71.02348327636719
2013-03-31,2013-05-05,2013-05-06,AXP,Finance Services,1.3616784515208424,3,0.03333333333333333,58.53261566162109
2013-03-31,2013-05-05,2013-05-06,GILD,"Biological Products, (No Diagnostic Substances)",0.8460072757248308,4,0.03333333333333333,37.60177612304688
2013-03-31,2013-05-05,2013-05-06,MSFT,Services-Prepackaged Software,0.8013618819654232,5,0.03333333333333333,27.342103958129883
2013-03-31,2013-05-05,2013-05-06,MA,"Services-Business Services, NEC",0.7321368871565062,6,0.03333333333333333,50.65422058105469
2013-03-31,2013-05-05,2013-05-06,C,National Commercial Banks,0.6898676996846916,7,0.03333333333333333,34.97212600708008
2013-03-31,2013-05-05,2013-05-06,SBUX,Retail-Eating & Drinking Places,0.4084541798551043,8,0.03333333333333333,24.154788970947266
2013-03-31,2013-05-05,2013-05-06,ADBE,Services-Prepackaged Software,0.3273749274274429,9,0.03333333333333333,46.4900016784668
2013-03-31,2013-05-05,2013-05-06,UNH,Hospital & Medical Service Plans,0.28695339028549244,10,0.03333333333333333,48.678958892822266
2013-03-31,2013-05-05,2013-05-06,BIIB,"Biological Products, (No Diagnostic Substances)",0.15401774509986027,11,0.03333333333333333,215.72999572753903
2013-03-31,2013-05-05,2013-05-06,ABT,Pharmaceutical Preparations,0.13526397828163156,12,0.03333333333333333,27.890003204345703
2013-03-31,2013-05-05,2013-05-06,MU,Semiconductors & Related Devices,0.1176986611009439,13,0.03333333333333333,9.518802642822266
2013-03-31,2013-05-05,2013-05-06,HD,Retail-Lumber & Other Building Materials Dealers,0.10692740852465532,14,0.03333333333333333,55.68580627441406
2013-03-31,2013-05-05,2013-05-06,DHR,"Industrial Instruments For Measurement, Display, and Control",-0.010488268261787559,15,0.03333333333333333,24.83237075805664
2013-03-31,2013-05-05,2013-05-06,UNP,"Railroads, Line-Haul Operating",-0.03889145551654871,16,0.03333333333333333,56.93479537963867
2013-03-31,2013-05-05,2013-05-06,NKE,Rubber & Plastics Footwear,-0.08174579314427488,17,0.03333333333333333,27.06903076171875
2013-03-31,2013-05-05,2013-05-06,CSCO,Computer Communications Equipment,-0.10471352220041241,18,0.03333333333333333,14.02055835723877
2013-03-31,2013-05-05,2013-05-06,VZ,Telephone Communications (No Radiotelephone),-0.13057966852998348,19,0.03333333333333333,26.72486114501953
2013-03-31,2013-05-05,2013-05-06,JNJ,Pharmaceutical Preparations,-0.1492360966877081,20,0.03333333333333333,59.034793853759766
2013-03-31,2013-05-05,2013-05-06,COST,Retail-Variety Stores,-0.17830592486355457,21,0.03333333333333333,86.00241088867188
2013-03-31,2013-05-05,2013-05-06,MCD,Retail-Eating  Places,-0.1956206596147106,22,0.03333333333333333,72.57959747314453
2013-03-31,2013-05-05,2013-05-06,BMY,Pharmaceutical Preparations,-0.20474881404784306,23,0.03333333333333333,26.160852432250977
2013-03-31,2013-05-05,2013-05-06,ELV,Hospital & Medical Service Plans,-0.21374057392774376,24,0.03333333333333333,60.7386474609375
2013-03-31,2013-05-05,2013-05-06,TXN,Semiconductors & Related Devices,-0.2144109857168614,25,0.03333333333333333,25.9832763671875
2013-03-31,2013-05-05,2013-05-06,PFE,Pharmaceutical Preparations,-0.21908529844255853,26,0.03333333333333333,15.6307954788208
2013-03-31,2013-05-05,2013-05-06,CVX,Petroleum Refining,-0.22070875177111127,27,0.03333333333333333,71.7107925415039
2013-03-31,2013-05-05,2013-05-06,INTC,Semiconductors & Related Devices,-0.28357902665656426,28,0.03333333333333333,17.445117950439453
2013-03-31,2013-05-05,2013-05-06,WMT,Retail-Variety Stores,-0.29929180681428563,29,0.03333333333333333,20.339317321777344
2013-03-31,2013-05-05,2013-05-06,LRCX,"Special Industry Machinery, NEC",-0.34980056645301866,30,0.03333333333333333,3.929136037826538
2013-06-30,2013-08-04,2013-08-05,AAPL,Electronic Computers,14.266720926562286,1,0.03333333333333333,14.355008125305176
2013-06-30,2013-08-04,2013-08-05,TMUS,Radiotelephone Communications,8.085775729213996,2,0.03333333333333333,23.74862289428711
2013-06-30,2013-08-04,2013-08-05,UNH,Hospital & Medical Service Plans,4.722301365570223,3,0.03333333333333333,59.565521240234375
2013-06-30,2013-08-04,2013-08-05,AXP,Finance Services,3.776897889255409,4,0.03333333333333333,63.63029098510742
2013-06-30,2013-08-04,2013-08-05,C,National Commercial Banks,2.1587931734958454,5,0.03333333333333333,38.9496955871582
2013-06-30,2013-08-04,2013-08-05,MA,"Services-Business Services, NEC",1.9357978094711905,6,0.03333333333333333,59.47482299804688
2013-06-30,2013-08-04,2013-08-05,IBM,Computer & office Equipment,1.2190137194875115,7,0.03333333333333333,112.8957748413086
2013-06-30,2013-08-04,2013-08-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",0.7366686002787242,8,0.03333333333333333,55.14525604248047
2013-06-30,2013-08-04,2013-08-05,UPS,Trucking & Courier Services (No Air),0.5953639125702812,9,0.03333333333333333,55.18685150146485
2013-06-30,2013-08-04,2013-08-05,MCD,Retail-Eating  Places,0.5585103039369602,10,0.03333333333333333,71.17030334472656
2013-06-30,2013-08-04,2013-08-05,LMT,Guided Missiles & Space Vehicles & Parts,0.5238830743661904,11,0.03333333333333333,87.22071838378906
2013-06-30,2013-08-04,2013-08-05,MSFT,Services-Prepackaged Software,0.4934975474152246,12,0.03333333333333333,25.86141014099121
2013-06-30,2013-08-04,2013-08-05,SBUX,Retail-Eating & Drinking Places,0.43421672671416023,13,0.03333333333333333,28.69327163696289
2013-06-30,2013-08-04,2013-08-05,HD,Retail-Lumber & Other Building Materials Dealers,0.39955913428327505,14,0.03333333333333333,59.2335319519043
2013-06-30,2013-08-04,2013-08-05,UNP,"Railroads, Line-Haul Operating",0.38856861145908694,15,0.03333333333333333,61.17731857299805
2013-06-30,2013-08-04,2013-08-05,LRCX,"Special Industry Machinery, NEC",0.3636524091189368,16,0.03333333333333333,4.206757068634033
2013-06-30,2013-08-04,2013-08-05,GILD,"Biological Products, (No Diagnostic Substances)",0.3197434152690676,17,0.03333333333333333,42.10597229003906
2013-06-30,2013-08-04,2013-08-05,ABT,Pharmaceutical Preparations,0.15488696278343705,18,0.03333333333333333,28.471529006958008
2013-06-30,2013-08-04,2013-08-05,WMT,Retail-Variety Stores,0.004083486387653684,19,0.03333333333333333,20.44572639465332
2013-06-30,2013-08-04,2013-08-05,DHR,"Industrial Instruments For Measurement, Display, and Control",-0.02999147179053835,20,0.03333333333333333,27.19650650024414
2013-06-30,2013-08-04,2013-08-05,CVX,Petroleum Refining,-0.065060499469075,21,0.03333333333333333,72.72313690185547
2013-06-30,2013-08-04,2013-08-05,DUK,Electric & Other Services Combined,-0.17362826896086275,22,0.03333333333333333,41.74918365478516
2013-06-30,2013-08-04,2013-08-05,CSCO,Computer Communications Equipment,-0.23692412483342434,23,0.03333333333333333,17.85081672668457
2013-06-30,2013-08-04,2013-08-05,ADBE,Services-Prepackaged Software,-0.28077056110088616,24,0.03333333333333333,47.630001068115234
2013-06-30,2013-08-04,2013-08-05,VZ,Telephone Communications (No Radiotelephone),-0.342183554601407,25,0.03333333333333333,26.041561126708984
2013-06-30,2013-08-04,2013-08-05,NKE,Rubber & Plastics Footwear,-0.3665012137563777,26,0.03333333333333333,28.195777893066406
2013-06-30,2013-08-04,2013-08-05,BIIB,"Biological Products, (No Diagnostic Substances)",-0.37575824623889886,27,0.03333333333333333,227.57000732421875
2013-06-30,2013-08-04,2013-08-05,INTC,Semiconductors & Related Devices,-0.38944626753636824,28,0.03333333333333333,16.886432647705078
2013-06-30,2013-08-04,2013-08-05,KO,Beverages,-0.41019962991276293,29,0.03333333333333333,27.070539474487305
2013-06-30,2013-08-04,2013-08-05,T,Telephone Communications (No Radiotelephone),-0.4200012195907506,30,0.03333333333333333,11.008651733398438
2013-09-30,2013-11-04,2013-11-05,AAPL,Electronic Computers,15.503586125632415,1,0.03333333333333333,16.173484802246094
2013-09-30,2013-11-04,2013-11-05,AXP,Finance Services,5.0784809753690805,2,0.03333333333333333,68.84175872802734
2013-09-30,2013-11-04,2013-11-05,TMUS,Radiotelephone Communications,3.72680545011847,3,0.03333333333333333,27.03689956665039
2013-09-30,2013-11-04,2013-11-05,C,National Commercial Banks,3.070284218894866,4,0.03333333333333333,35.64902877807617
2013-09-30,2013-11-04,2013-11-05,MA,"Services-Business Services, NEC",2.6135723692746087,5,0.03333333333333333,68.231201171875
2013-09-30,2013-11-04,2013-11-05,IBM,Computer & office Equipment,1.948172922273473,6,0.03333333333333333,103.21686553955078
2013-09-30,2013-11-04,2013-11-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",1.7306752102637724,7,0.03333333333333333,62.45560836791992
2013-09-30,2013-11-04,2013-11-05,LMT,Guided Missiles & Space Vehicles & Parts,1.6290193989658213,8,0.03333333333333333,96.06952667236328
2013-09-30,2013-11-04,2013-11-05,UPS,Trucking & Courier Services (No Air),1.2360523771390806,9,0.03333333333333333,63.45055770874024
2013-09-30,2013-11-04,2013-11-05,HD,Retail-Lumber & Other Building Materials Dealers,1.2091990623399635,10,0.03333333333333333,57.29533767700195
2013-09-30,2013-11-04,2013-11-05,MCD,Retail-Eating  Places,1.1400048824443576,11,0.03333333333333333,70.37264251708984
2013-09-30,2013-11-04,2013-11-05,SBUX,Retail-Eating & Drinking Places,0.9067355208082382,12,0.03333333333333333,31.894811630249023
2013-09-30,2013-11-04,2013-11-05,MSFT,Services-Prepackaged Software,0.8618327328140187,13,0.03333333333333333,30.102169036865234
2013-09-30,2013-11-04,2013-11-05,UNP,"Railroads, Line-Haul Operating",0.8296903997181748,14,0.03333333333333333,58.16780853271485
2013-09-30,2013-11-04,2013-11-05,GILD,"Biological Products, (No Diagnostic Substances)",0.43676845677916876,15,0.03333333333333333,48.04019165039063
2013-09-30,2013-11-04,2013-11-05,WMT,Retail-Variety Stores,0.391835123175038,16,0.03333333333333333,20.21735000610352
2013-09-30,2013-11-04,2013-11-05,LRCX,"Special Industry Machinery, NEC",0.36868776329286235,17,0.03333333333333333,4.597292423248291
2013-09-30,2013-11-04,2013-11-05,ABT,Pharmaceutical Preparations,0.2845839362000395,18,0.03333333333333333,29.306013107299805
2013-09-30,2013-11-04,2013-11-05,BMY,Pharmaceutical Preparations,0.27303427086510496,19,0.03333333333333333,34.86053466796875
2013-09-30,2013-11-04,2013-11-05,DHR,"Industrial Instruments For Measurement, Display, and Control",0.12934902735708348,20,0.03333333333333333,29.4235782623291
2013-09-30,2013-11-04,2013-11-05,CVX,Petroleum Refining,0.09304334936830852,21,0.03333333333333333,70.0477294921875
2013-09-30,2013-11-04,2013-11-05,CSCO,Computer Communications Equipment,0.06626870583259462,22,0.03333333333333333,15.76694107055664
2013-09-30,2013-11-04,2013-11-05,ADBE,Services-Prepackaged Software,0.04114587531458758,23,0.03333333333333333,54.790000915527344
2013-09-30,2013-11-04,2013-11-05,KO,Beverages,-0.07468777323147302,24,0.03333333333333333,26.732749938964844
2013-09-30,2013-11-04,2013-11-05,NKE,Rubber & Plastics Footwear,-0.09594043561315913,25,0.03333333333333333,32.890830993652344
2013-09-30,2013-11-04,2013-11-05,VZ,Telephone Communications (No Radiotelephone),-0.13718529604885046,26,0.03333333333333333,26.279027938842773
