signal_date,sector_rank,sector_code,sector_name,flow_score,rs_score,combined_score,n_holdings,tickers
2010-03-31,1,08,인터넷/게임/SW,2.1371091332901067,0.12081510973326869,1.1289621215116876,0,
2010-03-31,2,01,반도체/IT하드웨어,1.4263304701967712,0.1893595730732676,0.8078450216350194,0,
2010-03-31,3,02,자동차/운송장비,0.6416001713949019,0.9467131397564076,0.7941566555756547,0,
2010-06-30,1,09,소비재/유통,2.81577982554505,-0.026508668914250372,1.3946355783153999,0,
2010-06-30,2,03,2차전지/화학/소재,-0.061935509173008274,1.621998987862737,0.7800317393448644,0,
2010-06-30,3,05,조선/기계/산업재,-0.19152438412602021,1.5863468241969938,0.6974112200354868,0,
2010-09-30,1,02,자동차/운송장비,1.0185823113902408,0.9010404235053289,0.9598113674477848,0,
2010-09-30,2,10,음식료,2.063197294463327,-0.1635845200672542,0.9498063871980362,0,
2010-09-30,3,09,소비재/유통,-0.10226725384630891,1.1277482330752444,0.5127404896144677,0,
2010-12-30,1,02,자동차/운송장비,0.7636863277653468,1.2949092924856598,1.0292978101255033,0,
2010-12-30,2,03,2차전지/화학/소재,0.6679116652869982,1.024047216374514,0.8459794408307562,0,
2010-12-30,3,01,반도체/IT하드웨어,0.468125631615128,1.1456026846993246,0.8068641581572262,0,
2011-03-31,1,03,2차전지/화학/소재,0.9699889375016599,2.3361777782709003,1.6530833578862802,0,
2011-03-31,2,04,철강금속,1.3475331003645978,0.37390474098251186,0.8607189206735548,0,
2011-03-31,3,02,자동차/운송장비,0.563990919483966,1.0220568825039742,0.7930239009939701,0,
2011-06-30,1,10,음식료,0.566558765733385,0.714736201250837,0.640647483492111,0,
2011-06-30,2,09,소비재/유통,0.39005896417714153,0.7721390675681756,0.5810990158726586,0,
2011-06-30,3,06,금융,1.4662287922982602,-0.5105698326885426,0.4778294798048588,0,
2011-09-30,1,10,음식료,0.22628826414747333,1.6631807913113879,0.9447345277294306,0,
2011-09-30,2,01,반도체/IT하드웨어,0.5550880160348702,1.0257227729157519,0.7904053944753111,0,
2011-09-30,3,09,소비재/유통,0.5962148086717138,0.5838512915423433,0.5900330501070286,0,
2011-12-29,1,12,건설/부동산,1.943013578280629,1.0979996833592298,1.5205066308199293,0,
2011-12-29,2,07,헬스케어,-0.3157034341597331,2.2901545018429026,0.9872255338415847,0,
2011-12-29,3,10,음식료,1.1831407630853323,0.10999374099027487,0.6465672520378036,0,
2012-03-30,1,07,헬스케어,-0.0732386908592188,2.5011866716621287,1.213973990401455,0,
2012-03-30,2,06,금융,1.3323886726904557,0.207343589295593,0.7698661309930244,0,
2012-03-30,3,09,소비재/유통,1.035755137060184,0.2131850487013664,0.6244700928807753,0,
2012-06-29,1,07,헬스케어,0.8593588898111937,2.3774714681497837,1.6184151789804888,0,
2012-06-29,2,10,음식료,0.311913687770358,0.5790913243666422,0.4455025060685001,0,
2012-06-29,3,08,인터넷/게임/SW,0.93330778548216,-0.12122956995932266,0.40603910776141866,0,
2012-09-28,1,01,반도체/IT하드웨어,1.3864417721872233,2.0127719365436523,1.6996068543654377,0,
